Review,keyphrases,Topic_Name,Score,Document_ID
"I am happy to serve here.. It's a international company of oil manufacturing..........................................Very nice place to work.......Free lunch, Breakfast, Tea","a international company, oil manufacturing, Very nice place, Free lunch, Breakfast, Tea",Company Culture and Management,0.12031284450722007,303
APSEZL core value is Trust Commitment and employee and social welfare. A infrastructure company and dedicated to nation building and provide a gateway for international business.,"APSEZL core value, Trust Commitment, employee, social welfare, A infrastructure company, nation building, a gateway, international business",Company Culture and Management,0.10263243984627166,304
"Good job, mean working condition is good, transfort service is good, salary come in his time to time, worker staff is good. Mean. Almost are good. In working condition no problem with this company. Increment, insentiv are come his time. Company take care of all employees, listening to all Employee Management is good. In this company products is power electricity so, boiler and turbine side work load always available. Risk not. Daily but depending your working style.","Good job, mean working condition, transfort service, salary, his time, time, worker staff, working condition, no problem, this company, Increment, insentiv, Company, care, all employees, all Employee Management, this company products, power electricity, boiler, turbine side work load, Risk, your working style",Company Culture and Management,0.21836582583837527,305
World class technologies and largest supercritical thermal power plant at any single located in India. Management should be more coordinated. Very disciplined and structured.,"World class technologies, largest supercritical thermal power plant, India, Management",Company Culture and Management,0.12636912142601078,306
But abhi apni career better krna chahata hu because there's no T.A. D.A for offrole employee. So the company does not give expenses like petrol etc. to offrole people,"abhi apni career, no T.A. D.A, offrole employee, the company, expenses, petrol, to offrole people",Company Culture and Management,0.10263243984627166,307
"New Technology i.e. Chinese TechnologyNew Type of Design (Opposite Fire Boiler), Internation Design i.e. B&W Make Boiler, Good Management, Took active part in IBR formalities,","i.e. Chinese TechnologyNew Type, Design, (Opposite Fire Boiler, Internation Design, Boiler, Good Management, active part, IBR formalities",Company Culture and Management,0.08864803209225561,308
Nothing to much problem. Problem with night duty.Its to large and lack of training at Adani Power for contractor man power. Also take about his safety and security.,"much problem, Problem, night duty, lack, training, Adani Power, contractor man power, his safety, security",Job Security,0.1226400243842404,309
"There's no job security in adani. I am very sorry to say so, i worked in adani since 2008-2017. All of a sudden I was told to look for another job, it was just a shock. My children education was hampered. They had no choice but look out for part time job and complete their education. u must understand that if a man is jobless, it affects the full family, his wife, children, parents. His family life is ruined. Also it creates a bad impact for his new job. I'm very much sad as this has created a bad reputation for me after putting in ten years of service. I would request such organisations not to be harsh with other staff. Today I'm without a job , and I hope and pray such things don't happen with other staff of the organisation. Dear management please look at your staff who have contributed to bring your organisation to this level and then make a decision. Because your one wrong decision can ruin his family life and himself. Thanks.","no job security, adani, adani, another job, just a shock, My children education, no choice, part time job, their education, u, a man, the full family, his wife, children, parents, His family life, a bad impact, his new job, a bad reputation, ten years, service, such organisations, other staff, a job, such things, other staff, the organisation, Dear management, your staff, your organisation, this level, a decision, your one wrong decision, his family life, Thanks",Job Security,0.30845127545294504,310
It is wonderful company work in adani wilmar every one looking to have a step in it because the brand value and package they are offering to their employees.,"wonderful company work, adani wilmar, a step, their employees",Company Culture and Management,0.14667031018365528,311
Awl is good production unit but I want to do better job by this company and I want to do something better then it I have worked more palaces but according to my review it is the best.,"Awl, good production unit, better job, this company, more palaces, my review",Job Security,0.15717778538133462,312
"Get experience in various civil engineering projects i.e. Port & Harbours, Power Plants, SEZ Infrastructure Developments, Buildings, Roads & Bridges, Railway Infrastructure development etc.","experience, various civil engineering projects",Work-Life Balance,0.0,313
"we have to experience to be work in such well planned company. during our intern; we have able to meet all the seniors and it was a great knowledgable experience learn from teh,","work, such well planned company, our intern, all the seniors, a great knowledgable experience, teh",Company Culture and Management,0.1082974558647661,314
"I worked for marine & non marine projects. They really take care for employee for the education, growth etc. Marine and non marine works are very enjoyable as far as port is concerned. In a place like Mundra we got all facilities there","marine & non marine projects, care, employee, the education, Marine and non marine works, port, a place, Mundra, all facilities",Salary and Benefits,0.03438968251987886,315
learn some thing new in plant management is so good everyone try to help each other share experience to all . the most enjoyable part of job is our team doing give best,"some thing, plant management, each other share experience, the most enjoyable part, job, our team",Job Security,0.1398219096799245,316
"Good platform provide by Adani Wilmar group, great place for research working and working as good and healthy. Good exposure for Young and dynamic people so they can implement New ideas and creativity for business growth.","Good platform provide, Adani Wilmar group, great place, research, Good exposure, Young and dynamic people, New ideas, creativity, business growth",Salary and Benefits,0.04169070644279404,317
Its a very good place to learn new things Itz a very good place to taught new skills and to improve ones skills All over company is very good This workplace is like home I never felt that m far from home while working,"Its a very good place, new things, Itz, a very good place, new skills, ones skills, company, This workplace, home, home",Company Culture and Management,0.0710051302232006,318
Im working since 14yers of the same compny but my salary is not growth same salary so i was found a new job other wise staffs are good .n over all good .but in my future growth nothing .thank you. Good Manegment. Poor Hr team,"14yers, the same compny, my salary, growth same salary, a new job, other wise staffs, my future growth, Good Manegment, Poor Hr team",Salary and Benefits,0.1796558371311846,319
What is the best part of working at the company? exploring in different work cultures What is the most stressful partabout working at the company? employees are not properly recognized which are working in the ground level,"the best part, the company, different work cultures, the most stressful partabout, the company, employees, the ground level",Company Culture and Management,0.12718654338633484,320
Maintenance technician is work very different .u must have to knowledge and experience to how to complete ur work safe..like cricket match all day are new day for you ..u learning every day by day in mechanical work. Some time. 36 hours,"Maintenance technician, .u, ur work, cricket match, new day, u, day, mechanical work, Some time, 36 hours",Work-Life Balance,0.15427787730778736,321
"Except job security, all other arrangements are very good like respected seenier help all about any kind of problem good. The work experience so far has been very good","job security, all other arrangements, any kind, problem, The work experience",Job Security,0.37344460971211135,322
"News writer Please trust my work and experience Better management within my knowledge
Online work from my address
Yes I am work hard
Yes i always enjoy my job","News writer, my work, Better management, my knowledge
Online work, my address, my job",Work-Life Balance,0.12628639097747824,323
"All well not cons, it's a remote location however all is catered for employees. Management is supportive and encouraging. It is heartening to learn more about yourself particularly for growth","a remote location, employees, Management, growth",Company Culture and Management,0.1816516346734113,324
"What is the best part of working at the company? Using SAP Software & Company time Table is best

What is the most stressful part about working at the company?
No there is no answer of this question


What is the work environment and culture like at the company?
I am in Recovery Department for 1 year

What is a typical day like for you at the company?
Sat is the best Day of Week for work","the best part, the company, SAP Software, Company, time Table, the most stressful part, the company, no answer, this question, the work environment, culture, the company, Recovery Department, 1 year, a typical day, the company, Sat, the best Day, Week, work",Company Culture and Management,0.2342782610246318,325
Good company to grow your career . Lots of learnings and challenges which build your skills. Cooperative teamwork. Good management. Health Benefits,"Good company, your career, Lots, learnings, challenges, your skills, Cooperative teamwork, Good management, Health Benefits",Company Culture and Management,0.19523991435888696,326
"Good opportunity for fresh minds, working hours - Monday to Saturday. Work place culture depends on the location but overall decent . Great opportunity across the group.","Good opportunity, fresh minds, Monday, Saturday, Work place culture, the location, Great opportunity, the group",Company Culture and Management,0.09222220500304455,327
Very Political and bad management Only go in this company If you need just Adani wilmar experience Otherwise please look others coz there is no growing opportunities,"Very Political and bad management, this company, just Adani wilmar experience, no growing opportunities",Company Culture and Management,0.28704804322580624,328
Good working culture. Great work atmosphere. And Great envireonment. Good pay Good growth Also great management one of the best company to start with and great work life balance,"Good working culture, Great work atmosphere, And Great envireonment, Good growth, great management, the best company, great work life balance",Work-Life Balance,0.30856911384125657,329
"The team is very good, good learning opportunity. The project is giving me a lot of opportunity to learn and lead. Understanding senior management. They always guide you to help your project reach perfection.","The team, good learning opportunity, The project, a lot, opportunity, senior management, your project, perfection",Company Culture and Management,0.08864803209225561,330
"Company is growing, higher management team is highly qualified and great visionery leaders.

What is the most stressful part about working at the company?
Money is the only thing they consider.They don't have value over goodness of people or their emotions.I have complaint against reporting manager who threatened me and no enquiry took place and no action taken,I was forced to resign.

What is the work environment and culture like at the company?
Poor.HR team worst in Adani Trivandrum airport .No action taken after my reporting manager threatened me.In Trivandrum airport if you are non veg eater and drinker you can survive.The mental trauma I have gone through is un imaginable.

What is a typical day like for you at the company?
If your manager is good then it is comfortable other wise not good","Company, higher management team, highly qualified and great visionery leaders, the most stressful part, the company, Money, the only thing, value, goodness, people, their emotions, complaint, reporting manager, no enquiry, place, no action, the work environment, culture, the company, Poor, HR team, Adani Trivandrum airport .No action, my reporting manager, Trivandrum airport, non veg eater, drinker, The mental trauma, a typical day, the company, your manager",Company Culture and Management,0.24876184975169488,331
Kaam karne ka tarika bahut achha h salary bhi achhi h,"ka tarika, achha h salary bhi achhi, h",Salary and Benefits,0.20086133218997979,332
"Good for working. Those who are actually interested to learn and develop their career. There will be a chance to growth with Organisation. But to take care of situational challenges impacts.

What is the most stressful part about working at the company?
Situational challenges to bring down the career/growth.

What is the work environment and culture like at the company?
Organization is having good set-up and environment to give employees proper training, learning, growth etc.

What is a typical day like for you at the company?
Achievement of LONG SERVICE AWARD in recognition of my dedicated service to the ADANI Group","their career, a chance, Organisation, care, situational challenges impacts, the most stressful part, the company, Situational challenges, the career/growth, the work environment, culture, the company, Organization, good set-up, environment, employees, proper training, learning, a typical day, the company, Achievement, LONG SERVICE AWARD, recognition, my dedicated service, the ADANI Group",Company Culture and Management,0.16322842502605148,333
Too much workload and no work-life balance in engineering department. Pay is ok. Not satisfied with job work. Every Saturday half day working and less leave.,"Too much workload, engineering, Pay, job work",Job Security,0.21305592467052203,334
Fast paced environment with opportunities to learn. The approval hierarchy can be cumbersome sometimes but urgency is given due regard. Benefits provided like subsidised lunch. Breakfast and dinner is provided to employees in the cafeteria. Opportunity to collaborate with advocates and take leads in cases. Saturdays are working unfortunately. They’re half days though.,"Fast paced environment, opportunities, The approval hierarchy, urgency, due regard, Benefits, subsidised lunch, Breakfast, dinner, employees, the cafeteria, Opportunity, advocates, leads, cases, Saturdays",Salary and Benefits,0.09641926269992575,335
"Good place to work, Work life balance but job security is risk. overall nice place to work, growth and increments are good learning and development is there.","Good place, Work life balance, job security, risk, overall nice place, growth, increments, good learning, development",Work-Life Balance,0.32377128269733757,336
compnay is so nice and friendly ...getting much perk as per our work so definitly i would say adani is amazing ...for salary part its very comfortable even work place also ....everything is happenig from AHEMEDBAD ....,"compnay, much perk, our work, adani, salary part, AHEMEDBAD",Salary and Benefits,0.16738184930315797,337
Good company bad management’s . Overall culture within company is good long working hours. High salary provided on time . Overall good company to work with,"Good company bad management, Overall culture, company, good long working hours, High salary, time, Overall good company",Company Culture and Management,0.4217967074275722,338
"fully support all employees . also provide all facilities


What is the most stressful part about working at the company?
ROLE AS A HOD.... WHEN NOT SUPPORT YOUR COLLINGS


What is the work environment and culture like at the company?
friendly environment and policies and documentation culture


What is a typical day like for you at the company?
I am responsible for overseeing my teams as they progress on various advertising campaign","all employees, all facilities, the most stressful part, the company, ROLE, A HOD, YOUR COLLINGS, the work environment, culture, the company, friendly environment, policies, documentation culture, a typical day, the company, my teams, various advertising campaign",Company Culture and Management,0.26463873537081284,339
"One of the best workplace in Ahmedabad.

Good work culture, supportive management. Good colleagues and excellent learning opportunities. Great company and high regard to safety. Overall very good experience","the best workplace, Ahmedabad, Good work culture, supportive management, Good colleagues, excellent learning opportunities, Great company, high regard, safety, Overall very good experience",Company Culture and Management,0.25168790712771816,340
"Indian management no need to discuss, everyone knows about it. Work life balance is horrible. Flexible working hours, job security is very good. Employee benefits are also attractive. 6 days working in a week. Leave policy is good, but during month end you will not be allowed to take your leaves.Job security and flexibility, employee policies and benefits are good.. Work life balance is horrible, toxic Indian management.","Indian management, Work life balance, job security, Employee benefits, a week, Leave policy, month end, your leaves, Job security, flexibility, employee policies, benefits, Work life balance, horrible, toxic Indian management",Work-Life Balance,0.4476873681010446,341
It's is a very good opportunity to start one's carrier as a Get all the thing u need at the time of joining is provided by the company and the management system is pretty good,"a very good opportunity, one's carrier, u, the time, the company, the management system",Company Culture and Management,0.199072928541855,342
"Very toxic and favouratism filled culture. Work-life balance is not considered important by management. They say it openly too - ""you can have 7 working days and work-life balance"" in a townhall.","Very toxic and favouratism filled culture, Work-life balance, management, 7 working days, work-life balance, a townhall",Work-Life Balance,0.6816934265125317,343
"Best safety culture, high productivity, very good growth for employees, great place to work

What is the most stressful part about working at the company?
PMS system and real physical performance feedback is crucial

What is the work environment and culture like at the company?
Great place to work : good accomodation, good transportation, good food, all offices are excellent, , great greenery, rewards system is excellent,

What is a typical day like for you at the company?
As per my thinking, I was put my maximum efforts for organisation,","Best safety culture, high productivity, very good growth, employees, great place, the most stressful part, the company, PMS system, real physical performance feedback, the work environment, culture, the company, good accomodation, good transportation, good food, all offices, , , great greenery, rewards system, a typical day, the company, my thinking, my maximum efforts, organisation",Company Culture and Management,0.21576148074400336,344
"As group its good but in my vetical line manager are with worst attitude.

Over all very less professionalism.
Haven't seen a leader rarher than a task master/ boss.","group, its good, my vetical line manager, worst attitude, all very less professionalism, a leader rarher, a task master/ boss",Work-Life Balance,0.0,345
"High learning and abilities to grow, high pay and support from management, the only problem is work life balance as shifts goes to late evening, very low turnover","high pay, support, management, the only problem, work life balance, shifts, late evening",Work-Life Balance,0.4032524081166759,346
"Adani is best company in India for working environment

What is the most stressful part about working at the company?
Management system are pressed for work hard

What is the work environment and culture like at the company?
Environment are very good we working with freedom

What is a typical day like for you at the company?
Saturday working is typical day","Adani, best company, India, working environment, the most stressful part, the company, Management system, work, the work environment, culture, the company, Environment, freedom, a typical day, the company",Company Culture and Management,0.34289536945992655,347
"Good place to learn new things to show our potential, all staff members are very supportive, manager also give free hands to achieve ang experience new things and new challenges..","new things, our potential, all staff members, manager, free hands, ang experience, new things, new challenges",Work-Life Balance,0.0,348
"In Adani culture, the employee should pay attention to the problem related to transfer, due to which there is a lot of problem in making balance in personal life. Because of this the employee leaves Adani job.","Adani culture, the employee, attention, the problem, transfer, a lot, problem, balance, personal life, the employee, Adani job",Work-Life Balance,0.18193347839827287,349
"There is a need for a change in the workplace culture, I have faced so many days of service, if someone's work performance is very good, then transfer is not given to any other location, because of this there will be problems in our management, because of this, many employees of the company They leave and leave, this happened with me and I gave my resignation at 21, I just wanted a transfer to another location, my so many problems could not be solved, I had to leave the job. Otherwise I would have given 60 years of service","a need, a change, the workplace culture, so many days, service, someone's work performance, transfer, any other location, problems, our management, many employees, the company, my resignation, a transfer, another location, my so many problems, the job, 60 years, service",Company Culture and Management,0.17167449457086492,350
"What is the best part of working at the company? Being a station head at Port Blair during the pandemic Covid 19 it was challanging for me to take crucial decision to handle in customer handling.

What is the most stressful part about working at the company?
Flight disruption in covid situation.

What is the work environment and culture like at the company?
to give maximum empowerment to airport managers to resolve customer satisfaction.

What is a typical day like for you at the company?
Every day itself is a challenging at airport.","the best part, the company, a station head, Port Blair, the pandemic Covid, crucial decision, customer handling, the most stressful part, the company, Flight disruption, covid situation, the work environment, culture, the company, maximum empowerment, airport managers, customer satisfaction, a typical day, the company, Every day, airport",Company Culture and Management,0.1918820741345686,351
"Good company with good work culture,learning new things Loved the time I spent there. Management is open to new idea and friendly. Workplace culture is good and colleagues are open to offer help when. Fun, games. Healthcare","Good company, good work culture, new things, Management, new idea, Workplace culture, colleagues, help, Fun, games, Healthcare",Company Culture and Management,0.3878764040503087,352
Good working environment... Focus work along work life balance... Clean site... Good appraisal... Continues skill training more family benefit. Good working culture.. Getting together for families.. Good township,"Good working environment, Focus work, work life balance, Clean site, Good appraisal, skill training, more family benefit, Good working culture, families, Good township",Work-Life Balance,0.2919861840536461,353
Average work place to grow. Not too much opportunity as well as salary structure is also not as much good. Limited skills to learn working atmosphere is good,"Average work place, Not too much opportunity, salary structure, Limited skills, working atmosphere",Salary and Benefits,0.13720501618022354,354
Mera review is group me best rha ya mene work form home se job karna pasand kara or is group ki salary bhi acchi hai Adani group is best. Free lunch. Short break,"Mera review, group, best rha ya mene work form, home se job karna, kara, group ki salary bhi acchi hai Adani group, Free lunch, Short break",Job Security,0.09540616434845936,355
"great place to work, you can join with no doubt. GET period is on le of the best period. no organisation gives you same learning as it gives you. staff is great.","no doubt, GET period, the best period, no organisation, same learning, staff",Work-Life Balance,0.0,356
Ex NSG commando with pistal PSO jobs and all vichel DVR. Food. Any problem,"Ex NSG commando, pistal PSO jobs, all vichel DVR, Food, Any problem",Work-Life Balance,0.0,357
"In addition to being good for your workers' physical and mental health, effective employee engagement can deliver trickle-down benefits for the whole company, including: Better communication.","addition, your workers' physical and mental health, effective employee engagement, trickle-down benefits, the whole company, Better communication",Salary and Benefits,0.17061260992861388,358
Good company environment good working 3is good salary is already involved with limits everything is fine working hours are food environment good no issue,"Good company environment, good working 3is good salary, limits, fine working hours, food environment",Salary and Benefits,0.09908580966532306,359
"What is the best part of working at the company? Need for Technology to keep up with Business development. Vast opportunity to learn new Technology as solutions for a very fast growing Organization

What is the most stressful part about working at the company?
No Stress at all when you are working, learning and Implementing Technology

What is the work environment and culture like at the company?
Work environment is of Results and Culture is developing as it is growing and young blood coming

What is a typical day like for you at the company?
Morning Project reviews, work during the day monitoring projects and Evening Daily project briefing","the best part, the company, Technology, Business development, Vast opportunity, new Technology, solutions, a very fast growing Organization, the most stressful part, the company, No Stress, Technology, the work environment, culture, the company, Work environment, Results, Culture, young blood, a typical day, the company, Morning Project reviews, the day monitoring projects, Evening Daily project briefing",Company Culture and Management,0.21794976962072915,360
"Accomodation at Adani Township is provided at Samudra Colony, Mundra. I got campus placement.","Accomodation, Adani Township, Samudra Colony, Mundra, campus placement",Work-Life Balance,0.0,361
"Productive, Supporting, but less pay and progress. Supporting, additional perks. Less pay, Slow progress","Productive, less pay, progress, additional perks, Less pay, Slow progress",Work-Life Balance,0.0,362
"Good area to working.


Good benefits and transportation facilities is there. Yearly get to gather programs is there.
Evidyalaya program there.

Over all good.","Good area, Good benefits, transportation facilities, programs, Evidyalaya program",Salary and Benefits,0.14653674052922866,363
As a learner i had good exposure but as manager i was not allowed with free hands to perform my duties upto concern's expectation. With free hands as team we would could have optimized operation cost in much more better way. More over one man show partice is big hick up for team palyers. Good pay master,"a learner, good exposure, manager, free hands, my duties, upto concern's expectation, free hands, team, operation cost, much more better way, More over one man show partice, big hick, team palyers, Good pay master",Work-Life Balance,0.0,364
"Good area to working.


Good benefits and transportation facilities is there. Yearly get to gather programs is there.
Evidyalaya program there.

Over all good.","Good area, Good benefits, transportation facilities, programs, Evidyalaya program",Salary and Benefits,0.14653674052922866,365
As a learner i had good exposure but as manager i was not allowed with free hands to perform my duties upto concern's expectation. With free hands as team we would could have optimized operation cost in much more better way. More over one man show partice is big hick up for team palyers.,"a learner, good exposure, manager, free hands, my duties, upto concern's expectation, free hands, team, operation cost, much more better way, More over one man show partice, big hick, team palyers",Work-Life Balance,0.0,366
"Senior management is supportive, company policies are good, work life balance is good, weekly and other offs, salary timing is perfect, work hours are flexible","Senior management, company policies, work life balance, good, weekly and other offs, salary timing, work hours",Work-Life Balance,0.4688909136178669,367
"Interview process was good, it was quick and very technical. At HR was leadership related. Many interviews and time-consuming processes. Need to work on this. Professional","Interview process, HR, Many interviews, time-consuming processes",Work-Life Balance,0.0,368
Company is good but chances of promotion prospect..is very less ..moreover biasness more prevailed in the organisation. Development on HR policy need to be done.,"Company, chances, promotion prospect, the organisation, Development, HR policy",Company Culture and Management,0.13589673212191528,369
As per learning part never to give up from works. As per management is good it is thinking for employee. Workplace culture has to adoptive in every organization. Hardest part of job is working on Saturday & Sunday even holiday but relax part taken other day leave. Working with our team that the enjoyable part of the job.,"works, management, employee, Workplace culture, every organization, Hardest part, job, Saturday, Sunday, our team, the job",Job Security,0.263986237814976,370
6 days a week is too tidy.The job is totally based on boss. If boss is not good than life is tough. Do homework before joining. Location is constraint.,"6 days, The job, boss, boss, life, homework, Location",Job Security,0.1731285410789098,371
"Management is good. Growth in the company is not good. It takes decades to get promoted. Management do not invest in the people. As a result, apart from the people from hometown location, many people leave the company.","Management, Growth, the company, decades, Management, the people, a result, the people, hometown location, many people, the company",Company Culture and Management,0.2746776509460937,372
"Fast growing. Ample opportunity. Less manpower so might be stressful and overload sometime. Resources ful Multi locations and multi business Need to have more manpower as less strength increases stress in existing one. Growth, learning, no limit.","Ample opportunity, Less manpower, Resources ful Multi locations, multi business, more manpower, as less strength, stress, Growth, learning, no limit",Work-Life Balance,0.0,373
"Adani group company is good, whoever has to do that work, can go for solar panel work, there will be many jobs in it. No. Yes","Adani group company, that work, solar panel work, many jobs",Work-Life Balance,0.20429394305933896,374
"Excellant work place to work, system has to be maintained , strictly adhere to company policy & system , Dress code is mandatory to all level , Any challenge work can be done, only result should be 100 %","Excellant work place, work, system, company policy, system, Dress code, all level, Any challenge work, only result, 100 %",Work-Life Balance,0.2072156964891631,375
"Working in Adani greens ltd is one of a life time experience, senior are very helpfull, higher management is so coorporative and you best of the lodging and fooding facilities.","Adani greens ltd, a life time experience, higher management, the lodging and fooding facilities",Company Culture and Management,0.1662189042502758,376
"Good place to work in peaceful indeed,fun filled creatively and curated office for peers.all staffs friendly nd got to learn a lot.for newbie great place. Long","Good place, fun, office, peers.all staffs, nd, a lot.for newbie great place",Work-Life Balance,0.0,377
"Established brand in market. Given o[opportunity to work on latest technology. Management, Benefits, compensation are excellent. But Work life balance can be looked, rest a great company to work","brand, market, o[opportunity, latest technology, Management, Benefits, compensation, Work life balance, a great company",Work-Life Balance,0.41454718337026353,378
"Overall good experience working with the company , if you're just starting the career. Leaves - Cannot put as and when required Day/night shifts , sometimes 12 hour duty. Salary isn't on par with standards. Good seniors Average management . If you love to be in remote locations then can apply .","Overall good experience, the company, the career, Leaves, when required Day/night shifts, sometimes 12 hour duty, Salary, par, standards, Good seniors, remote locations",Salary and Benefits,0.0915618155570625,379
Adani company bahut achcha company hai ham bhi soch rahe hain ismein achcha naukari karne ka mauka mile. Sab kuchh milta hai. Nuksan to kuchh bhi nahin hai,"Adani company, achcha company hai ham bhi soch, rahe, naukari karne ka mauka mile, Sab kuchh milta hai, Nuksan, bhi nahin hai",Company Culture and Management,0.14185520164948806,380
It's good to consider it as required skills can be delivered on time. One can develop his skills and enthusiasm and dedication all with lot of opportunities,"required skills, time, his skills, enthusiasm, dedication, lot, opportunities",Work-Life Balance,0.0,381
"nothing much at aprl management not good contractor driven management contractor is powerful, they complain false and u lost ur job nothing much at aprl management not good contractor driven management","aprl management, not good contractor driven management contractor, u, job, aprl management, not good contractor driven management",Company Culture and Management,0.2596732252782136,382
Loved the time I spent there. Management is open to new idea and friendly. Workplace culture is good and colleagues are open to offer help when needed.,"Management, new idea, Workplace culture, colleagues, help",Company Culture and Management,0.32860034091062545,383
"Everything is good but salary structure is below market rate as compared to good other companies, you can stay here after age of 40 to 45 year for a long time even also you can plan your retirement in this group.","salary structure, market rate, good other companies, age, 40 to 45 year, a long time, your retirement, this group",Salary and Benefits,0.1139105022946709,384
Over all standards good learning aspects so with depth of business detail oriented .Every year appreciation with company standard policy. Good learning curve under pressure work culture,"all standards, depth, year appreciation, company standard policy, Good learning curve, pressure work culture",Company Culture and Management,0.2312222625824299,385
We will get an opportunity to interact with Senior Management up to the CEO level. Open to new Ideas & Implements Work culture is good Will get Training & Self-improvements. ,"an opportunity, Senior Management, the CEO level, new Ideas & Implements Work culture, Training, Self-improvements",Company Culture and Management,0.22273819113148896,386
"Great work culture, doable workload, a little toxic, diversity issue though, pay parity is huge, people are usually supportive but there is man power crunch. Good peers. Lala company","Great work culture, doable workload, a little toxic, diversity issue, pay parity, people, man power crunch, Good peers, Lala company",Company Culture and Management,0.19625059218473453,387
"If you need a place with less pressure and work life balance, if location is not your preference then adani solar is for you.

Township and SEZ area is developed nicely.","a place, less pressure, life balance, location, your preference, Township and SEZ area",Work-Life Balance,0.293443865643008,388
"Good organization as a base on system manegent, salary on time before end of the month, employee Friendly, working culture are on latest system. I am very happy and proud feel .","Good organization, a base, system manegent, salary, time, end, the month, employee, , working culture, latest system, very happy and proud feel",Salary and Benefits,0.1532169626621298,389
"Adani is a reputed group, ejoyed a lot while working here, but there are some constraints which lets people to move out. Such as lot of extra works which is out of JD or terms of employment as mentioned in offer letter. No extra benefits to take over additional responsibilities. Lack of houses in township, lack for parking sheds in township, medical facilities are chargable.","Adani, a reputed group, a lot, some constraints, people, lot, extra works, JD, employment, offer letter, No extra benefits, additional responsibilities, houses, township, parking sheds, township, medical facilities",Salary and Benefits,0.08510623367066188,390
The company has a big brand associated with it it is very tough to crack the interview as you only get selected if you have reference but overall if you get good position just go to get associated,"The company, a big brand, the interview, reference, good position",Company Culture and Management,0.12031284450722007,391
"Offers good salary Good industry exposure State of Art Head Quarter.. Work culture a bit tough, six days a week working, Long procedures","good salary Good industry exposure, Art, Work culture, Long procedures",Salary and Benefits,0.14523496753510223,392
Good company to work in india. It is having lot of policies which are very flexible and always an employee centric company looking for opportunities in it.,"Good company, india, lot, policies, always an employee centric company, opportunities",Company Culture and Management,0.2294449270218993,393
"The employees working here are facing the most difficult time of their time at Adani. Most of the employees are very insecure about their job, they are not given freedom at work and also at township","The employees, the most difficult time, their time, Adani, the employees, their job, freedom, work, township",Job Security,0.1016720040419935,394
Stressful and no ethical work culture. Moto is to just earn money. No employee value. No benefits for employees. I didn't found any keen employee for company. Nothing,"Stressful and no ethical work culture, Moto, money, No employee value, No benefits, employees, any keen employee, company",Company Culture and Management,0.2091603147839127,395
"No job security & having no clear anytime you can fired from job.lack of clarity about management vision,HR policy leads to high attrition rate.Employees have the fear to loose job anytime.","No job security, job.lack, clarity, management vision, HR policy, high attrition rate, Employees, the fear, job",Job Security,0.5306004003255564,396
Not good for working professional.If you want stable career please choose another company as Adani is not safe in terms of job security and advance skill,"stable career, another company, Adani, terms, job security, advance skill",Job Security,0.39671710391459103,397
"Follow safety in plant Compelsary and PPEand good team work in place all employees friendly treat I worked and maintenance acb, inverter, idt, module, observed crossing , module clean, tilting work. No. Long hours","safety, plant Compelsary, PPEand good team, place, all employees, friendly treat, Long hours",Work-Life Balance,0.0,398
Good company Work not hard Management good Staff skill good Traveling 1 hours is difficult in job Work shift time 8 hours Company work normal no hard. No. Yes,"Good company, 1 hours, job Work shift time, Company",Company Culture and Management,0.27903895024845843,399
Compnis of Adani group is Nice place to work and boost your career bt if you are working with as an off roll employee there is less benefits for you. So according to me if You want to work with Adani Group then try to select as an on roll employee. Free transport,"Compnis, Adani, group, Nice place, your career, an off roll employee, less benefits, Adani Group, roll employee, Free transport",Salary and Benefits,0.09273622929018464,400
Very poor progress and employs to given third-party contract..no job safe so contract you work only per year renew your contract no pramosan you can join supervis....and retired supervis...this government responsible to work. No. Life no change,"Very poor progress, third-party contract, no job, contract, year, your contract, supervis, retired supervis, this government, work, Life",Work-Life Balance,0.15830227249267026,401
"It's best company in comparison to other Indian and foreign company.best salary offered, good work culture, learning atmosphere.supportive staff.i recommend to join this company. Learn too much, good salary. No cons","best company, comparison, other Indian and foreign company.best salary, good work culture, atmosphere.supportive staff.i recommend, this company, too much, good salary, No cons",Company Culture and Management,0.33264207714763705,402
I am pleased to work with adani family. It's a enjoyable time with with owner family members. I am getting all kind of facilities and good manner and respect. Free fooing ang logging. 12 hours duty,"adani family, a enjoyable time, owner family members, facilities, good manner, respect, ang logging, 12 hours duty",Work-Life Balance,0.0,403
"Lots Of projects, Team Management, PRofessional Work Culture Lunch time is the most enjoyable We travel a lot for unlimited project, although allowance available. Sometimes you can't being sociable in family. High Pay scale. Poor Management, higher authority give their responsibilities to junior as well if you show your extra skills.","Lots, projects, Team Management, PRofessional Work Culture Lunch time, a lot, unlimited project, allowance, family, High Pay scale, Poor Management, higher authority, their responsibilities, your extra skills",Company Culture and Management,0.24436954385340776,404
I am filling proud to be a part of Adani group. Adani group is fastest growing group in India. Always good opportunity is there for learning new things.,"a part, Adani group, Adani group, fastest growing group, India, Always good opportunity, new things",Work-Life Balance,0.0,405
"Nice company to work with. Very good practice of HR admin and Top management. A group in which you can grow and achieve heights. Led by group of best professional. Flights, Tours, Training. Nothing","Nice company, Very good practice, HR admin and Top management, A group, heights, group, Flights, Tours, Training",Company Culture and Management,0.25024885395324875,406
